pertanyaan,jawaban,referensi
Bagaimana cara mendapatkan Surat Keterangan Lahir Mati setelah pengajuan?,"Surat Keterangan Lahir Mati akan dikirim melalui email aktif yang didaftarkan dalam format PDF, untuk diunduh dan dicetak menggunakan kertas HVS ukuran A4 80 gr.",https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/9?layanan=aktaKematian
Apakah pengajuan Surat Keterangan Lahir Mati dapat dilakukan secara online?,"Ya, pengajuan Surat Keterangan Lahir Mati dapat dilakukan secara online dengan mengupload dokumen yang diperlukan dan mengisi formulir F-2.01.",https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/9?layanan=aktaKematian
Apakah pengajuan hanya bisa dilakukan oleh orang tua atau wali?,"Ya, pengajuan untuk mendapatkan Surat Keterangan Lahir Mati harus dilakukan oleh orang tua kandung atau wali yang memiliki kewenangan untuk memberikan pernyataan terkait kelahiran mati tersebut.",https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/9?layanan=aktaKematian
Apa yang dimaksud dengan verifikasi dan validasi pengajuan?,Verifikasi dan validasi pengajuan adalah proses pemeriksaan oleh petugas untuk memastikan bahwa semua dokumen yang diupload sesuai dan memenuhi persyaratan untuk penerbitan Surat Keterangan Lahir Mati.,https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/9?layanan=aktaKematian
Apa Saja Persyaratan Penerbitan Kartu Identitas Anak Baru Untuk Anak WNI?,"Untuk penerbitan KIA, diperlukan fotokopi kutipan akta kelahiran dan menunjukkan aslinya, KK asli orang tua/wali, serta KTP-el asli kedua orang tua/wali. Untuk anak usia 0–5 tahun kurang 1 hari, mengacu pada Pasal 3 ayat (2) Permendagri 2/2016, tidak perlu foto. Untuk anak usia 5–17 tahun kurang 1 hari, sesuai Pasal 3 ayat (3), harus melampirkan foto berwarna ukuran 2x3 sebanyak 2 lembar. Masa berlaku KIA untuk anak di bawah 5 tahun sampai usia 5 tahun, dan untuk anak usia 5 tahun berlaku hingga 17 tahun kurang 1 hari (Pasal 7 Permendagri 2/2016). Untuk layanan daring, dokumen yang diunggah harus berupa hasil scan atau foto dari dokumen asli.",https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIABARU
Apa Saja Persyaratan Penerbitan Kartu Identitas Anak Hilang/Rusak Dan Pindah Datang Untuk Anak WNI?,"Untuk penggantian KIA, pemohon wajib melampirkan surat kehilangan dari kepolisian jika KIA hilang (Pasal 4), atau melampirkan KIA rusak jika ingin mengganti karena kerusakan (Pasal 5 Permendagri 2/2016). Bagi anak WNI yang baru datang dari luar negeri, wajib melampirkan SKPLN orang tua (SKDLN hanya dicatatkan, tidak diterbitkan) sesuai Pasal 3 ayat (4). Jika penggantian karena pindah datang antar wilayah dalam NKRI, wajib melampirkan SKP sesuai Pasal 6. Masa berlaku KIA untuk anak di bawah 5 tahun adalah hingga usia 5 tahun, dan untuk anak usia 5 tahun berlaku sampai usia 17 tahun kurang satu hari (Pasal 7). Untuk layanan daring, semua dokumen yang diunggah harus merupakan hasil scan atau foto dari dokumen asli.",https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIAHILANG
Apa Saja Persyaratan Penerbitan KIA Baru Untuk Anak Orang Asing (OA)?,"Untuk penerbitan KIA bagi anak orang asing, diperlukan fotokopi paspor dan ITAP, KK asli orang tua/wali, serta KTP-el asli kedua orang tua/wali (Pasal 8 ayat (1) Permendagri 2/2016) untuk anak usia 0–5 tahun kurang 1 hari. Untuk anak usia 5–17 tahun kurang 1 hari, wajib melampirkan foto berwarna ukuran 2x3 sebanyak 2 lembar sesuai Pasal 8 ayat (3). Masa berlaku KIA mengikuti masa izin tinggal tetap (ITAP) orang tuanya, sesuai Pasal 9 Permendagri 2/2016.",https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIABARUOA
Apasaja Persyaratan Penerbitan Kartu Identitas Anak Hilang/Rusak Dan Pindah Datang Untuk Orang Asing (OA)?,"Berdasarkan Permendagri Nomor 2 Tahun 2016, penggantian Kartu Identitas Anak (KIA) memiliki ketentuan sebagai berikut: untuk KIA yang hilang, wajib melampirkan surat kehilangan dari kepolisian (Pasal 10); untuk KIA yang rusak, wajib melampirkan KIA yang rusak tersebut (Pasal 11); dan untuk penggantian karena pindah datang, wajib melampirkan Surat Keterangan Pindah (SKP) (Pasal 12). Sementara itu, masa berlaku KIA bagi Anak Orang Asing disesuaikan dengan masa izin tinggal tetap orang tuanya (Pasal 9).",https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIAHILANGOA
Apa syarat utama untuk mengurus KIA bagi anak usia 0–5 tahun kurang 1 hari?,"Fotokopi kutipan akta kelahiran dan menunjukkan aslinya, KK asli orang tua/wali, dan KTP-el asli kedua orang tua/wali.",https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIABARU
Apa syarat tambahan untuk mengurus KIA bagi anak usia 5–17 tahun kurang 1 hari?,"Selain syarat umum, harus melampirkan foto anak berwarna ukuran 2x3 sebanyak 2 lembar.",https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIABARU
Apa dasar hukum syarat KTP-el orang tua untuk anak usia 0–5 tahun kurang 1 hari?,Pasal 3 ayat (2) Permendagri Nomor 2 Tahun 2016.,https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIABARU
Apa dasar hukum kewajiban melampirkan foto anak untuk usia 5–17 tahun kurang 1 hari?,Pasal 3 ayat (3) Permendagri Nomor 2 Tahun 2016.,https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIABARU
Sampai usia berapa masa berlaku KIA untuk anak usia di bawah 5 tahun?,Berlaku sampai anak berusia 5 tahun.,https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIABARU
Sampai usia berapa masa berlaku KIA untuk anak usia 5 tahun ke atas?,Berlaku sampai anak berusia 17 tahun kurang satu hari.,https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIABARU
Apa yang harus diperhatikan jika mengurus KIA secara daring/online?,Semua dokumen persyaratan harus discan atau difoto dari dokumen asli untuk diunggah.,https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIABARU
Apa dasar hukum masa berlaku KIA sesuai usia anak?,Pasal 7 Permendagri Nomor 2 Tahun 2016.,https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIABARU
Apa syarat untuk mengurus KIA yang hilang?,Melampirkan surat kehilangan dari kepolisian.,https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIAHILANG
Apa dasar hukum pengurusan KIA yang hilang?,Pasal 4 Permendagri Nomor 2 Tahun 2016.,https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIAHILANG
Apa syarat untuk mengurus penggantian KIA yang rusak?,Melampirkan KIA yang rusak.,https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIAHILANG
Apa dasar hukum pengurusan KIA yang rusak?,Pasal 5 Permendagri Nomor 2 Tahun 2016.,https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIAHILANG
Apa syarat pengurusan KIA bagi anak WNI yang baru datang dari luar negeri?,"Melampirkan SKPLN orang tuanya. SKDLN hanya dicatat dalam database, tidak diterbitkan.",https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIAHILANG
Apa dasar hukum pengurusan KIA untuk anak WNI yang baru datang dari luar negeri?,Pasal 3 ayat (4) Permendagri Nomor 2 Tahun 2016.,https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIAHILANG
Apa syarat penggantian KIA karena pindah datang dalam wilayah NKRI?,Melampirkan Surat Keterangan Pindah (SKP).,https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIAHILANG
Apa dasar hukum pengurusan KIA karena pindah datang dalam wilayah NKRI?,Pasal 6 Permendagri Nomor 2 Tahun 2016.,https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIAHILANG
Sampai usia berapa masa berlaku KIA untuk anak di bawah 5 tahun?,Berlaku sampai anak berusia 5 tahun.,https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIAHILANG
Sampai usia berapa masa berlaku KIA untuk anak usia 5 tahun ke atas?,Berlaku sampai anak berusia 17 tahun kurang satu hari.,https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIAHILANG
Apa dasar hukum masa berlaku KIA sesuai usia anak?,Pasal 7 Permendagri Nomor 2 Tahun 2016.,https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIAHILANG
Apa yang harus diperhatikan saat mengurus KIA secara daring/online?,Semua dokumen persyaratan harus discan atau difoto dari dokumen asli untuk diunggah.,https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIAHILANG
Apa syarat pengurusan KIA untuk Anak Orang Asing usia 0–5 tahun kurang 1 hari?,"Fotokopi paspor dan ITAP, KK asli orang tua/wali, serta KTP-el asli kedua orang tua/wali.",https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIABARUOA
Apa dasar hukum syarat KTP-el orang tua untuk Anak Orang Asing usia 0–5 tahun kurang 1 hari?,Pasal 8 ayat (1) Permendagri Nomor 2 Tahun 2016.,https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIABARUOA
Apa syarat tambahan untuk Anak Orang Asing usia 5–17 tahun kurang 1 hari dalam pengurusan KIA?,Melampirkan foto anak berwarna ukuran 2x3 sebanyak 2 (dua) lembar.,https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIABARUOA
Apa dasar hukum kewajiban melampirkan foto anak untuk usia 5–17 tahun kurang 1 hari?,Pasal 8 ayat (3) Permendagri Nomor 2 Tahun 2016.,https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIABARUOA
Berapa lama masa berlaku KIA untuk Anak Orang Asing?,Masa berlaku KIA mengikuti masa izin tinggal tetap orang tuanya.,https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIABARUOA
Apa dasar hukum masa berlaku KIA untuk Anak Orang Asing?,Pasal 9 Permendagri Nomor 2 Tahun 2016.,https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIABARUOA
Apa syarat untuk mengurus penggantian KIA yang hilang?,Melampirkan surat kehilangan dari kepolisian.,https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIAHILANGOA
Apa dasar hukum pengurusan KIA yang hilang?,Pasal 10 Permendagri Nomor 2 Tahun 2016.,https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIAHILANGOA
Apa syarat untuk mengurus penggantian KIA yang rusak?,Melampirkan KIA yang rusak.,https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIAHILANGOA
Apa dasar hukum pengurusan KIA yang rusak?,Pasal 11 Permendagri Nomor 2 Tahun 2016.,https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIAHILANGOA
Apa syarat penggantian KIA karena pindah datang dalam wilayah NKRI?,Melampirkan Surat Keterangan Pindah (SKP).,https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIAHILANGOA
Apa dasar hukum pengurusan KIA karena pindah datang?,Pasal 12 Permendagri Nomor 2 Tahun 2016.,https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIAHILANGOA
Berapa lama masa berlaku KIA bagi Anak Orang Asing?,Masa berlaku KIA sama dengan izin tinggal tetap orang tuanya.,https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIAHILANGOA
Apa dasar hukum masa berlaku KIA bagi Anak Orang Asing?,Pasal 9 Permendagri Nomor 2 Tahun 2016.,https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/4?layanan=KIAHILANGOA
Bagaimana cara mengurus KK untuk orang terlantar?,"Kalau sudah terdata (misalnya sebelumnya punya NIK atau pernah tercantum di KK keluarga/wali):
Kamu cukup siapkan KK keluarga atau wali sebelumnya, lalu isi Formulir FR-1.02. Petugas akan verifikasi, proses, dan kirim KK-nya ke email kamu dalam bentuk PDF. Kalau belum terdata sama sekali,
biasanya perlu proses pendataan awal dulu. Kamu bisa datang ke Dinas Dukcapil setempat, nanti petugas bantu pendataan dan pandu proses pembuatan NIK serta KK dari awal.",https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/6?layanan=pendudukDataTetap
Apa itu Formulir FR-1.02?,Itu formulir khusus untuk mendata penduduk rentan kayak orang terlantar. Wajib diisi untuk pengajuan KK kalau kamu sudah terdata sebelumnya.,https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/6?layanan=pendudukDataTetap
"Kalau belum pernah punya NIK, apakah tetap bisa buat KK?","Bisa, tapi kamu perlu didata dulu oleh petugas Dukcapil. Jadi harus datang langsung ke kantor Dukcapil untuk proses pendataan awal.",https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/6?layanan=pendudukDataTetap
Bagaimana proses setelah pengajuan?,"Setelah isi formulir dan dokumen lengkap, petugas akan verifikasi dan proses. Nanti KK-nya dikirim lewat email kamu dalam bentuk PDF.",https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/6?layanan=pendudukDataTetap
KK-nya dikirim lewat apa?,"Dikirim via email aktif yang kamu daftarkan. Formatnya PDF, jadi bisa langsung diunduh dan dicetak.",https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/6?layanan=pendudukDataTetap
Kertas apa yang dipakai buat cetak KK?,Gunakan kertas HVS putih ukuran A4 dengan ketebalan 80 gram. Ini standar nasional untuk dokumen resmi biar mudah dibaca dan awet.,https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/6?layanan=pendudukDataTetap
"Kalau tidak punya KK keluarga/wali sebelumnya, bagaimana?","Biasanya prosesnya masuk ke jalur pendataan awal. Bisa konsultasi langsung ke Dukcapil, mereka akan bantu sesuai kondisi kamu.",https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/6?layanan=pendudukDataTetap
Apa perlu datang langsung ke Dukcapil?,"Kalau belum terdata, anda perlu datang ke kantor Dukcapil. Tapi kalau sudah terdata dan semua dokumen lengkap, bisa saja diurus secara daring atau dibantu petugas.",https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/6?layanan=pendudukDataTetap
"Saya mau pindahkan KK ke kerabat atau pengurus yayasan, bisa gak?","Bisa banget. Asal kerabat atau pengurus yayasan itu bersedia menerima kamu di KK-nya, tinggal siapkan dokumen yang diminta, nanti prosesnya dibantu oleh petugas Dukcapil.",https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/6?layanan=pindahKKPadaPengurus
Apa aja sih syarat kalau mau pindah KK ke kerabat atau yayasan?,"Yang kamu butuhkan: 1) Fotokopi KK dari kerabat/pengurus yayasan, 2) Surat pernyataan mereka siap menerima kamu di KK mereka, 3) Kalau kamu di bawah 17 tahun, perlu surat kuasa dari orang tua atau wali.",https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/6?layanan=pindahKKPadaPengurus
Perlu isi formulir juga gak?,"Iya, kamu tetap isi Formulir FR-1.02, khusus buat penduduk rentan kayak orang terlantar. Kalau kamu udah terdata, ini wajib buat proses KK-nya.",https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/6?layanan=pindahKKPadaPengurus
"Setelah ngumpulin dokumen, prosesnya gimana?","Petugas Dukcapil akan cek dokumen kamu, lalu verifikasi. Setelah semua oke, KK baru akan diterbitkan dan dikirim ke email kamu dalam bentuk PDF.",https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/6?layanan=pindahKKPadaPengurus
Dokumen KK-nya dikasih langsung atau online?,"Dikirim lewat email kamu yang aktif, dalam bentuk file PDF. Jadi kamu tinggal unduh dan cetak sendiri.",https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/6?layanan=pindahKKPadaPengurus
Kertas apa yang dipakai untuk cetak KK-nya?,"Gunakan kertas HVS putih ukuran A4, beratnya 80 gram. Ini biar hasil cetak jelas dan sesuai standar.",https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/6?layanan=pindahKKPadaPengurus
"Kalau saya gak punya surat kuasa dari orang tua (dan saya di bawah 17), gimana?","Surat kuasa itu penting banget buat yang masih di bawah umur. Kalau gak ada, kamu bisa konsultasi dulu ke Dukcapil biar dicarikan solusinya sesuai kondisimu.",https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/6?layanan=pindahKKPadaPengurus
"Saya belum pernah punya NIK atau dokumen apapun, gimana cara bikin KK?","Tenang, kamu tetap bisa buat KK. Pertama, datang langsung ke Dinas Dukcapil dengan dokumen yang bisa mendukung identitas kamu. Nanti petugas akan bantu proses dari awal sampai dapat KK.",https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/7?layanan=OrangTerlantarBelumTerData
Apa aja yang perlu disiapkan kalau belum pernah terdata sama sekali?,"Siapkan: 1) Surat pernyataan kebenaran data dari lembaga pengampu (kalau gak ada dokumen dasar), 2) KK dari kerabat/yayasan/penanggung jawab, dan 3) Hasil pengecekan fisik (khusus transgender).",https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/7?layanan=OrangTerlantarBelumTerData
"Kalau saya gak punya keluarga, bisa tetap masuk ke KK orang lain?","Bisa, kamu bisa dimasukkan ke KK yayasan atau orang yang bersedia jadi penanggung jawab. Nanti perlu surat pernyataan dan surat pengantar RT/RW sesuai alamat KK yang ditumpangi.",https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/7?layanan=OrangTerlantarBelumTerData
Kenapa harus ada pengecekan fisik dari puskesmas atau rumah sakit?,"Itu khusus untuk memastikan data penting seperti jenis kelamin dan golongan darah, terutama kalau kamu transgender dan belum punya dokumen pendukung.",https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/7?layanan=OrangTerlantarBelumTerData
Formulir apa aja yang harus saya isi untuk bikin KK?,"Ada beberapa: Formulir biodata keluarga (F-1.01), Formulir permohonan cetak KK dan KTP-el (F-1.02), Surat pernyataan tidak punya dokumen (F-1.04), dan F-1.05 kalau kamu sudah menikah tapi gak punya akta nikah.",https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/7?layanan=OrangTerlantarBelumTerData
Apa itu pengecekan biometrik?,"Itu proses cek wajah dan sidik jari kamu, supaya bisa dipastikan belum pernah terdata sebelumnya di sistem kependudukan nasional.",https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/7?layanan=OrangTerlantarBelumTerData
"Setelah semua proses selesai, dokumen apa yang saya dapatkan?","Kamu akan dapat dokumen KK dan bisa juga dapat BR-1.01 atau Surat Keterangan Pengganti Tanda Identitas (SKPTI), tergantung kondisi kamu dan kelengkapan data.",https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/7?layanan=OrangTerlantarBelumTerData
Perlu bawa surat dari RT/RW juga?,"Iya, apalagi kalau kamu akan masuk ke KK orang lain. Surat pengantar RT/RW dari alamat tujuan itu penting buat proses KK-nya.",https://sipenduduk.pekanbaru.go.id/daftarlayanan/read/7?layanan=OrangTerlantarBelumTerData
Bagaimana caranya perpanjang paspor? Apakah bisa datang langsung?,"Untuk pengajuan paspor baru maupun penggantian karena habis berlaku dan halaman penuh harus menggunakan aplikasi M-Paspor ya. Permohonan walk-in (Datang langsung) hanya ditujukan untuk Pemohon usia lanjut di atas 60 tahun, penyandang disabilitas, wanita hamil dan bayi dengan usia 5 tahun ke bawah. Jadi selain kategori tersebut harus tetap menggunakan aplikasi M-Paspor ya.",https://imigrasimedan.kemenkumham.go.id/m-paspor/?
"Saya memilih lokasi pembuatan paspornya, namun Kantor Imigrasi pekanbaru tidak muncul?",Pilihan Kantor Imigrasi tidak muncul bisa karena kamu memilih Jenis paspor Polikarbonat. Saat ini Kantor Imigrasi Pekanbaru belum melayani pembuatan paspor Polikarbonat. Jadi pastikan untuk jenis paspornya kamu pilih Paspor Biasa atau Paspor Elektronik.,https://imigrasimedan.kemenkumham.go.id/m-paspor/?
Apa bisa diganti kalau Paspor Rusak atau Paspor Hilang?,Untuk saat ini penggantian Paspor rusak maupun Paspor hilang tidak bisa diproses melalui Apliaski M Paspor. Kamu harus datang langsung ke kantor imigrasi Medan untuk dilakukan pemeriksaan terlebih dahulu.,https://imigrasimedan.kemenkumham.go.id/m-paspor/?
"Jika sudah mendaftar melalui aplikasi M Paspor, apakah masih diperlukan untuk membawa berkas asli maupun berkas fotocopy",Setelah melakukan pendaftaran melalui M Paspor kamu tetap diwajibkan untuk membawa berkas asli dan fotokopi berkas masing-masing di kertas A4 ya.,https://imigrasimedan.kemenkumham.go.id/m-paspor/?
Apakah kuota paspor percepatan dibuka di aplikasi m paspor tidak? berapa biayanya?,"Iya benar, Kantor Imigrasi membuka layanan paspor percepatan di aplikasi m paspor setiap minggu ya dengan jenis paspor elektronik, biayanya Rp 1.650.000",https://imigrasimedan.kemenkumham.go.id/m-paspor/?
"Saya sudah daftar, tapi ketika mau melakukan pembayaran ternyata tidak bisa. Diaplikasi tertulis Kadaluarsa. Gimana nih min?",Setelah melakukan pendaftaran maka kamu diberikan waktu 2 jam untuk melakukan pembayaran. Jika lewat dari 2 jam kamu belum melakukan pembayaran maka permohonan kamu akan kadaluarsa dan tidak bisa dilanjutkan lagi. Kamu harus mengajukan pendaftaran ulang.,https://imigrasimedan.kemenkumham.go.id/m-paspor/?
"Min, permohonan saya ditolak oleh petugas. Uang saya bisa dikembalikan tidak?","Pastikan semua data dan dokumen yang Anda berikan untuk permohonan paspor sudah benar dan dapat dipertanggungjawabkan, karena permohonan dapat ditolak dan biaya tidak dikembalikan jika nama Anda masuk daftar cekal, dokumen atau keterangan tidak valid, salah memilih jenis permohonan, atau terindikasi akan digunakan untuk kegiatan melanggar hukum.",https://imigrasimedan.kemenkumham.go.id/m-paspor/?
"Kuotanya penuh, kapan dibuka lagi?","Kuota M Paspor dibuka 1 kali sebulan dan setiap Kuota Paspor dibuka akan kita umumkan di Media Sosial Kantor Imigrasi medan. Jadi, jangan lupa Follow semua akun media sosial Kantor Imigrasi Medan ya.",https://imigrasimedan.kemenkumham.go.id/m-paspor/?
"Saya tidak punya handphone dan kesulitan untuk mendaftar M Paspor, saya harus bagaimana?",Jangan khawatir ya. Kamu dapat menghubungi Customer Care di Kantor Imigrasi pada hari dan jam kerja. kami akan dengan senang hati membantu anda untuk mendaftar di aplikasi M-Paspor. Kamu juga dapat menghubungi kami melalui kanal yang sudah disediakan.,https://imigrasimedan.kemenkumham.go.id/m-paspor/?
Apa syarat untuk pengurusan pasport baru atau penggantian paspor?,"Kamu perlu menyiapkan KTP Elektronik, KK, akta lahir/buku nikah/ijazah (asli + fotocopy). Kalau untuk pergantian paspor keluaran tahun 2009 ke atas cukup dengan membawa KTP Elektronik dan paspor lama (tidak berlaku untuk paspor hilang, rusak atau keluaran KBRI).",https://www.imigrasi.go.id/faq/paspor
Apakah dokumen persyaratan bisa diganti oleh dokumen lain?,"Jika belum punya KTP‑El, boleh pakai surat keterangan pengganti atau surat pengantar dari Disdukcapil.",https://www.imigrasi.go.id/faq/paspor
Apa yang harus dilakukan jika diminta dokumen tambahan di luar persyaratan?,Petugas bisa meminta dokumen tambahan bila dirasa perlu untuk memperkuat keterangan pemohon—misalnya mendalami hukum/pengawasan imigrasi.,https://www.imigrasi.go.id/faq/paspor
Berapa biaya urus paspor saat ini?,"Untuk paspor biasa 48 halaman yaitu Rp 350.000, untuk e‑Passport 48 halaman yaitu Rp 650.000",https://www.imigrasi.go.id/faq/paspor
Bagaimana prosedur pengurusan paspor baru atau penggantian?,Ajukan melalui aplikasi M‑Paspor (App Store / Play Store); langkahnya: daftar → unggah dokumen → bayar → dapat kode antrean → datang ke kantor imigrasi → foto & wawancara.,https://www.imigrasi.go.id/faq/paspor
Apa syarat untuk pengurusan paspor anak?,"Kamu perlu KTP elektronik kedua orang tua, KK, akta lahir, buku nikah orang tua, dan Paspor orang tua
(Semua asli + fotocopy)",https://www.imigrasi.go.id/faq/paspor
Di kantor imigrasi mana saja saya bisa mengajukan e‑paspor?,"Saat ini tersedia di 27 kantor imigrasi di seluruh Indonesia (Jakarta, Surabaya, Medan, Batam, Yogyakarta, Banda Aceh, Jayapura, dll.)",https://www.imigrasi.go.id/faq/paspor
Apa yang harus dilakukan jika paspor hilang atau rusak?,Datang langsung ke kantor imigrasi terdekat dengan lampiran surat kehilangan dari kepolisian.,https://www.imigrasi.go.id/faq/paspor
Bagaimana cara melaporkan terkait keberadaan / aktivitas orang asing?,Anda bisa laporkan keberadaan ataupun aktivitas orang asing melalui fitur live chat pada beranda halaman website ini atau silakan menghubungi Kantor Imigrasi terdekat.,https://www.imigrasi.go.id/faq/pelaporan-orang-asing
Bagaimana cara mengajukan permohonan SDUWHV?,"Daftar dan ajukan secara online melalui sduwhv.imigrasi.go.id, isi formulir dan unggah dokumen pada periode yang ditentukan.",https://www.imigrasi.go.id/faq/sduwhv
Apa itu SDUWHV?,Surat dukungan resmi dari Imigrasi RI untuk pengajuan Work and Holiday Visa ke Australia. Info lebih lanjut bisa dicek di situs resmi Australia atau kedutaan.,https://www.imigrasi.go.id/faq/sduwhv
Berkas apa saja yang perlu dipersiapkan?,"Kamu perlu pas poto, paspor, bukti kualifikasi pendidikan, sertifikat bahasa inggris, surat keterangan bank, surat pernyataan tertulis.",https://www.imigrasi.go.id/faq/sduwhv
Di mana saya bisa mengajukan permohonan visa ini?,"Pengajuan via kantor di dalam Indonesia, seperti AVAC di Jakarta (Kuningan City) atau Denpasar (Bali).",https://www.imigrasi.go.id/faq/sduwhv
Kapan jadwal pembukaan pengajuan?,Jadwal diterbitkan di sduwhv.imigrasi.go.id atau media sosial resmi Ditjen Imigrasi.,https://www.imigrasi.go.id/faq/sduwhv
Apa itu Work and Holiday Visa?,"Visa untuk warga negara asing tinggal sementara, berlibur sambil bekerja/belajar, berdasarkan perjanjian bilateral untuk pertukaran budaya.",https://www.imigrasi.go.id/faq/sduwhv
Siapa yang bisa ikut program SDUWHV?,WNI berusia 18–30 tahun (masih berlaku jika telah genap 30 dan belum mencapai 31 tahun).,https://www.imigrasi.go.id/faq/sduwhv
Apa saja dokumen persyaratan untuk mengajukan e‑VOA?,Paspor asli dengan masa berlaku ≥6 bulan + tiket pulang atau tiket lanjutan.,https://www.imigrasi.go.id/faq/visa
Apa saja persyaratan & prosedur mengajukan Visa on Arrival (VOA)?,"Sama seperti e‑VOA: paspor ≥6 bulan + tiket kembali/lanjutan. VOA diajukan langsung di titik pemeriksaan imigrasi (TPI).",https://www.imigrasi.go.id/faq/visa
Apa saja dokumen persyaratan untuk mengajukan Visa Online?,Sama seperti e‑VOA: paspor ≥6 bulan + tiket kembali/lanjutan. VOA diajukan langsung di titik pemeriksaan imigrasi (TPI).,https://www.imigrasi.go.id/faq/visa
Apa saja dokumen persyaratan untuk mengajukan Visa Online?,"Caranya Scan halaman biodata paspor (≥6 bulan masa berlaku, JPG/JPEG/PNG ≤200 KB), Foto paspor (format sama, ≤200 KB), alamat email, Kartu kredit (Mastercard, Visa, JCB) yang masih berlaku.
Untuk melihat detail lebih lanjut anda bisa pergi ke website evisa.imigrasi.go.id.",https://www.imigrasi.go.id/faq/visa
Apa syarat Bebas Visa Kunjungan?,Paspor masa berlaku ≥6 bulan + tiket kembali atau tiket lanjutan.,https://www.imigrasi.go.id/faq/visa
"Jika pembayaran e‑VOA gagal, apa yang perlu dilakukan?","Cek saldo dan dukungan jenis pembayaran; jika tetap gagal, hubungi bank persepsi atau care@finnet.id.",https://www.imigrasi.go.id/faq/visa
